"date","geography","geography code","Rural Urban","Residence Type: All categories: Residence type; measures: Value","Residence Type: Lives in a household; measures: Value","Residence Type: Lives in a communal establishment; measures: Value","Residence Type: Communal establishments with persons sleeping rough identified; measures: Value"
"2011","Gloucestershire","E10000013","Rural village",69212,68275,937,1
"2011","Gloucestershire","E10000013","Rural village in a sparse setting",0,0,0,0
"2011","Gloucestershire","E10000013","Rural hamlet and isolated dwellings",39033,37032,2001,0
"2011","Gloucestershire","E10000013","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Somerset","E10000027","Total",529972,517124,12848,1
"2011","Somerset","E10000027","Urban (total)",274709,267734,6975,1
"2011","Somerset","E10000027","Urban major conurbation",0,0,0,0
"2011","Somerset","E10000027","Urban minor conurbation",0,0,0,0
"2011","Somerset","E10000027","Urban city and town",262728,256900,5828,1
"2011","Somerset","E10000027","Urban city and town in a sparse setting",11981,10834,1147,0
"2011","Somerset","E10000027","Rural (total)",255263,249390,5873,0
"2011","Somerset","E10000027","Rural town and fringe",99111,97712,1399,0
"2011","Somerset","E10000027","Rural town and fringe in a sparse setting",2069,2026,43,0
"2011","Somerset","E10000027","Rural village",90644,88194,2450,0
"2011","Somerset","E10000027","Rural village in a sparse setting",2346,2326,20,0
"2011","Somerset","E10000027","Rural hamlet and isolated dwellings",56432,54539,1893,0
"2011","Somerset","E10000027","Rural hamlet and isolated dwellings in a sparse setting",4661,4593,68,0
"2011","Anglesey","W06000001","Total",69751,68941,810,0
"2011","Anglesey","W06000001","Urban (total)",11431,11361,70,0
"2011","Anglesey","W06000001","Urban major conurbation",0,0,0,0
"2011","Anglesey","W06000001","Urban minor conurbation",0,0,0,0
"2011","Anglesey","W06000001","Urban city and town",0,0,0,0
"2011","Anglesey","W06000001","Urban city and town in a sparse setting",11431,11361,70,0
"2011","Anglesey","W06000001","Rural (total)",58320,57580,740,0
"2011","Anglesey","W06000001","Rural town and fringe",11802,11635,167,0
"2011","Anglesey","W06000001","Rural town and fringe in a sparse setting",12277,12168,109,0
"2011","Anglesey","W06000001","Rural village",8420,8266,154,0
"2011","Anglesey","W06000001","Rural village in a sparse setting",15329,15071,258,0
"2011","Anglesey","W06000001","Rural hamlet and isolated dwellings",2744,2720,24,0
"2011","Anglesey","W06000001","Rural hamlet and isolated dwellings in a sparse setting",7748,7720,28,0
"2011","Gwynedd","W06000002","Total",121874,117974,3900,0
"2011","Gwynedd","W06000002","Urban (total)",17988,15288,2700,0
"2011","Gwynedd","W06000002","Urban major conurbation",0,0,0,0
"2011","Gwynedd","W06000002","Urban minor conurbation",0,0,0,0
"2011","Gwynedd","W06000002","Urban city and town",17988,15288,2700,0
"2011","Gwynedd","W06000002","Urban city and town in a sparse setting",0,0,0,0
"2011","Gwynedd","W06000002","Rural (total)",103886,102686,1200,0
"2011","Gwynedd","W06000002","Rural town and fringe",20950,20759,191,0
"2011","Gwynedd","W06000002","Rural town and fringe in a sparse setting",26753,26280,473,0
"2011","Gwynedd","W06000002","Rural village",10480,10409,71,0
"2011","Gwynedd","W06000002","Rural village in a sparse setting",29585,29340,245,0
"2011","Gwynedd","W06000002","Rural hamlet and isolated dwellings",4311,4231,80,0
"2011","Gwynedd","W06000002","Rural hamlet and isolated dwellings in a sparse setting",11807,11667,140,0
"2011","Conwy","W06000003","Total",115228,112531,2697,6
"2011","Conwy","W06000003","Urban (total)",79469,77175,2294,1
"2011","Conwy","W06000003","Urban major conurbation",0,0,0,0
"2011","Conwy","W06000003","Urban minor conurbation",0,0,0,0
"2011","Conwy","W06000003","Urban city and town",79469,77175,2294,1
"2011","Conwy","W06000003","Urban city and town in a sparse setting",0,0,0,0
"2011","Conwy","W06000003","Rural (total)",35759,35356,403,5
"2011","Conwy","W06000003","Rural town and fringe",15083,14893,190,1
"2011","Conwy","W06000003","Rural town and fringe in a sparse setting",3323,3268,55,0
"2011","Conwy","W06000003","Rural village",6071,6063,8,0
"2011","Conwy","W06000003","Rural village in a sparse setting",2340,2337,3,0
"2011","Conwy","W06000003","Rural hamlet and isolated dwellings",5341,5294,47,0
"2011","Conwy","W06000003","Rural hamlet and isolated dwellings in a sparse setting",3601,3501,100,4
"2011","Denbighshire","W06000004","Total",93734,92483,1251,0
"2011","Denbighshire","W06000004","Urban (total)",46267,46098,169,0
"2011","Denbighshire","W06000004","Urban major conurbation",0,0,0,0
"2011","Denbighshire","W06000004","Urban minor conurbation",0,0,0,0
"2011","Denbighshire","W06000004","Urban city and town",46267,46098,169,0
"2011","Denbighshire","W06000004","Urban city and town in a sparse setting",0,0,0,0
"2011","Denbighshire","W06000004","Rural (total)",47467,46385,1082,0
"2011","Denbighshire","W06000004","Rural town and fringe",25623,25064,559,0
"2011","Denbighshire","W06000004","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Denbighshire","W06000004","Rural village",11037,10677,360,0
"2011","Denbighshire","W06000004","Rural village in a sparse setting",2787,2775,12,0
"2011","Denbighshire","W06000004","Rural hamlet and isolated dwellings",8020,7869,151,0
"2011","Denbighshire","W06000004","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Flintshire","W06000005","Total",152506,151679,827,0
"2011","Flintshire","W06000005","Urban (total)",105208,104644,564,0
"2011","Flintshire","W06000005","Urban major conurbation",0,0,0,0
"2011","Flintshire","W06000005","Urban minor conurbation",0,0,0,0
"2011","Flintshire","W06000005","Urban city and town",105208,104644,564,0
"2011","Flintshire","W06000005","Urban city and town in a sparse setting",0,0,0,0
"2011","Flintshire","W06000005","Rural (total)",47298,47035,263,0
"2011","Flintshire","W06000005","Rural town and fringe",19730,19641,89,0
"2011","Flintshire","W06000005","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Flintshire","W06000005","Rural village",21291,21168,123,0
"2011","Flintshire","W06000005","Rural village in a sparse setting",0,0,0,0
"2011","Flintshire","W06000005","Rural hamlet and isolated dwellings",6277,6226,51,0
"2011","Flintshire","W06000005","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Wrexham","W06000006","Total",134844,133244,1600,0
"2011","Wrexham","W06000006","Urban (total)",91054,90047,1007,0
"2011","Wrexham","W06000006","Urban major conurbation",0,0,0,0
"2011","Wrexham","W06000006","Urban minor conurbation",0,0,0,0
"2011","Wrexham","W06000006","Urban city and town",91054,90047,1007,0
"2011","Wrexham","W06000006","Urban city and town in a sparse setting",0,0,0,0
"2011","Wrexham","W06000006","Rural (total)",43790,43197,593,0
"2011","Wrexham","W06000006","Rural town and fringe",24963,24458,505,0
"2011","Wrexham","W06000006","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Wrexham","W06000006","Rural village",10583,10548,35,0
"2011","Wrexham","W06000006","Rural village in a sparse setting",0,0,0,0
"2011","Wrexham","W06000006","Rural hamlet and isolated dwellings",7927,7876,51,0
"2011","Wrexham","W06000006","Rural hamlet and isolated dwellings in a sparse setting",317,315,2,0
"2011","Powys","W06000023","Total",132976,131047,1929,1
"2011","Powys","W06000023","Urban (total)",17911,17650,261,0
"2011","Powys","W06000023","Urban major conurbation",0,0,0,0
"2011","Powys","W06000023","Urban minor conurbation",0,0,0,0
"2011","Powys","W06000023","Urban city and town",6554,6424,130,0
"2011","Powys","W06000023","Urban city and town in a sparse setting",11357,11226,131,0
"2011","Powys","W06000023","Rural (total)",115065,113397,1668,1
"2011","Powys","W06000023","Rural town and fringe",2981,2929,52,1
"2011","Powys","W06000023","Rural town and fringe in a sparse setting",34025,33174,851,0
"2011","Powys","W06000023","Rural village",9821,9635,186,0
"2011","Powys","W06000023","Rural village in a sparse setting",30862,30658,204,0
"2011","Powys","W06000023","Rural hamlet and isolated dwellings",3781,3677,104,0
"2011","Powys","W06000023","Rural hamlet and isolated dwellings in a sparse setting",33595,33324,271,0
"2011","Ceredigion","W06000008","Total",75922,71444,4478,0
"2011","Ceredigion","W06000008","Urban (total)",18749,15258,3491,0
"2011","Ceredigion","W06000008","Urban major conurbation",0,0,0,0
"2011","Ceredigion","W06000008","Urban minor conurbation",0,0,0,0
"2011","Ceredigion","W06000008","Urban city and town",0,0,0,0
"2011","Ceredigion","W06000008","Urban city and town in a sparse setting",18749,15258,3491,0
"2011","Ceredigion","W06000008","Rural (total)",57173,56186,987,0
"2011","Ceredigion","W06000008","Rural town and fringe",0,0,0,0
"2011","Ceredigion","W06000008","Rural town and fringe in a sparse setting",11689,11071,618,0
"2011","Ceredigion","W06000008","Rural village",0,0,0,0
"2011","Ceredigion","W06000008","Rural village in a sparse setting",27644,27416,228,0
"2011","Ceredigion","W06000008","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Ceredigion","W06000008","Rural hamlet and isolated dwellings in a sparse setting",17840,17699,141,0
"2011","Pembrokeshire","W06000009","Total",122439,120545,1894,0
"2011","Pembrokeshire","W06000009","Urban (total)",28178,28024,154,0
"2011","Pembrokeshire","W06000009","Urban major conurbation",0,0,0,0
"2011","Pembrokeshire","W06000009","Urban minor conurbation",0,0,0,0
"2011","Pembrokeshire","W06000009","Urban city and town",28178,28024,154,0
"2011","Pembrokeshire","W06000009","Urban city and town in a sparse setting",0,0,0,0
"2011","Pembrokeshire","W06000009","Rural (total)",94261,92521,1740,0
"2011","Pembrokeshire","W06000009","Rural town and fringe",21753,21471,282,0
"2011","Pembrokeshire","W06000009","Rural town and fringe in a sparse setting",17662,17334,328,0
"2011","Pembrokeshire","W06000009","Rural village",10684,10614,70,0
"2011","Pembrokeshire","W06000009","Rural village in a sparse setting",19278,19098,180,0
"2011","Pembrokeshire","W06000009","Rural hamlet and isolated dwellings",6334,6217,117,0
"2011","Pembrokeshire","W06000009","Rural hamlet and isolated dwellings in a sparse setting",18550,17787,763,0
"2011","Carmarthenshire","W06000010","Total",183777,181227,2550,0
"2011","Carmarthenshire","W06000010","Urban (total)",89154,87562,1592,0
"2011","Carmarthenshire","W06000010","Urban major conurbation",0,0,0,0
"2011","Carmarthenshire","W06000010","Urban minor conurbation",0,0,0,0
"2011","Carmarthenshire","W06000010","Urban city and town",73300,72371,929,0
"2011","Carmarthenshire","W06000010","Urban city and town in a sparse setting",15854,15191,663,0
"2011","Carmarthenshire","W06000010","Rural (total)",94623,93665,958,0
"2011","Carmarthenshire","W06000010","Rural town and fringe",24932,24781,151,0
"2011","Carmarthenshire","W06000010","Rural town and fringe in a sparse setting",4127,3904,223,0
"2011","Carmarthenshire","W06000010","Rural village",15378,15279,99,0
"2011","Carmarthenshire","W06000010","Rural village in a sparse setting",16545,16358,187,0
"2011","Carmarthenshire","W06000010","Rural hamlet and isolated dwellings",14502,14362,140,0
"2011","Carmarthenshire","W06000010","Rural hamlet and isolated dwellings in a sparse setting",19139,18981,158,0
"2011","Swansea","W06000011","Total",239023,234363,4660,1
"2011","Swansea","W06000011","Urban (total)",210418,206170,4248,1
"2011","Swansea","W06000011","Urban major conurbation",0,0,0,0
"2011","Swansea","W06000011","Urban minor conurbation",0,0,0,0
"2011","Swansea","W06000011","Urban city and town",210418,206170,4248,1
"2011","Swansea","W06000011","Urban city and town in a sparse setting",0,0,0,0
"2011","Swansea","W06000011","Rural (total)",28605,28193,412,0
"2011","Swansea","W06000011","Rural town and fringe",13088,12996,92,0
"2011","Swansea","W06000011","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Swansea","W06000011","Rural village",8522,8425,97,0
"2011","Swansea","W06000011","Rural village in a sparse setting",0,0,0,0
"2011","Swansea","W06000011","Rural hamlet and isolated dwellings",6995,6772,223,0
"2011","Swansea","W06000011","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Neath Port Talbot","W06000012","Total",139812,138682,1130,0
"2011","Neath Port Talbot","W06000012","Urban (total)",106074,105135,939,0
"2011","Neath Port Talbot","W06000012","Urban major conurbation",0,0,0,0
"2011","Neath Port Talbot","W06000012","Urban minor conurbation",0,0,0,0
"2011","Neath Port Talbot","W06000012","Urban city and town",106074,105135,939,0
"2011","Neath Port Talbot","W06000012","Urban city and town in a sparse setting",0,0,0,0
"2011","Neath Port Talbot","W06000012","Rural (total)",33738,33547,191,0
"2011","Neath Port Talbot","W06000012","Rural town and fringe",21033,20934,99,0
"2011","Neath Port Talbot","W06000012","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Neath Port Talbot","W06000012","Rural village",10142,10097,45,0
"2011","Neath Port Talbot","W06000012","Rural village in a sparse setting",0,0,0,0
"2011","Neath Port Talbot","W06000012","Rural hamlet and isolated dwellings",2563,2516,47,0
"2011","Neath Port Talbot","W06000012","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bridgend","W06000013","Total",139178,136842,2336,1
"2011","Bridgend","W06000013","Urban (total)",106641,105859,782,0
"2011","Bridgend","W06000013","Urban major conurbation",0,0,0,0
"2011","Bridgend","W06000013","Urban minor conurbation",0,0,0,0
"2011","Bridgend","W06000013","Urban city and town",106641,105859,782,0
"2011","Bridgend","W06000013","Urban city and town in a sparse setting",0,0,0,0
"2011","Bridgend","W06000013","Rural (total)",32537,30983,1554,1
"2011","Bridgend","W06000013","Rural town and fringe",24756,23347,1409,1
"2011","Bridgend","W06000013","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bridgend","W06000013","Rural village",6313,6168,145,0
"2011","Bridgend","W06000013","Rural village in a sparse setting",0,0,0,0
"2011","Bridgend","W06000013","Rural hamlet and isolated dwellings",1468,1468,0,0
"2011","Bridgend","W06000013","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","The Vale of Glamorgan","W06000014","Total",126336,124259,2077,0
"2011","The Vale of Glamorgan","W06000014","Urban (total)",101808,100166,1642,0
"2011","The Vale of Glamorgan","W06000014","Urban major conurbation",0,0,0,0
"2011","The Vale of Glamorgan","W06000014","Urban minor conurbation",0,0,0,0
"2011","The Vale of Glamorgan","W06000014","Urban city and town",101808,100166,1642,0
"2011","The Vale of Glamorgan","W06000014","Urban city and town in a sparse setting",0,0,0,0
"2011","The Vale of Glamorgan","W06000014","Rural (total)",24528,24093,435,0
"2011","The Vale of Glamorgan","W06000014","Rural town and fringe",8956,8937,19,0
"2011","The Vale of Glamorgan","W06000014","Rural town and fringe in a sparse setting",0,0,0,0
"2011","The Vale of Glamorgan","W06000014","Rural village",13682,13266,416,0
"2011","The Vale of Glamorgan","W06000014","Rural village in a sparse setting",0,0,0,0
"2011","The Vale of Glamorgan","W06000014","Rural hamlet and isolated dwellings",1890,1890,0,0
"2011","The Vale of Glamorgan","W06000014","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Cardiff","W06000015","Total",346090,334551,11539,0
"2011","Cardiff","W06000015","Urban (total)",340177,328691,11486,0
"2011","Cardiff","W06000015","Urban major conurbation",0,0,0,0
"2011","Cardiff","W06000015","Urban minor conurbation",0,0,0,0
"2011","Cardiff","W06000015","Urban city and town",340177,328691,11486,0
"2011","Cardiff","W06000015","Urban city and town in a sparse setting",0,0,0,0
"2011","Cardiff","W06000015","Rural (total)",5913,5860,53,0
"2011","Cardiff","W06000015","Rural town and fringe",4667,4648,19,0
"2011","Cardiff","W06000015","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Cardiff","W06000015","Rural village",1246,1212,34,0
"2011","Cardiff","W06000015","Rural village in a sparse setting",0,0,0,0
"2011","Cardiff","W06000015","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Cardiff","W06000015","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Rhondda, Cynon, Taff","W06000016","Total",234410,231885,2525,0
"2011","Rhondda, Cynon, Taff","W06000016","Urban (total)",175566,173390,2176,0
"2011","Rhondda, Cynon, Taff","W06000016","Urban major conurbation",0,0,0,0
"2011","Rhondda, Cynon, Taff","W06000016","Urban minor conurbation",0,0,0,0
"2011","Rhondda, Cynon, Taff","W06000016","Urban city and town",175566,173390,2176,0
"2011","Rhondda, Cynon, Taff","W06000016","Urban city and town in a sparse setting",0,0,0,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural (total)",58844,58495,349,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural town and fringe",52073,51815,258,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural village",3477,3433,44,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural village in a sparse setting",0,0,0,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural hamlet and isolated dwellings",3294,3247,47,0
"2011","Rhondda, Cynon, Taff","W06000016","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Merthyr Tydfil","W06000024","Total",58802,58334,468,0
"2011","Merthyr Tydfil","W06000024","Urban (total)",51525,51059,466,0
"2011","Merthyr Tydfil","W06000024","Urban major conurbation",0,0,0,0
"2011","Merthyr Tydfil","W06000024","Urban minor conurbation",0,0,0,0
"2011","Merthyr Tydfil","W06000024","Urban city and town",51525,51059,466,0
"2011","Merthyr Tydfil","W06000024","Urban city and town in a sparse setting",0,0,0,0
"2011","Merthyr Tydfil","W06000024","Rural (total)",7277,7275,2,0
"2011","Merthyr Tydfil","W06000024","Rural town and fringe",6472,6472,0,0
"2011","Merthyr Tydfil","W06000024","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Merthyr Tydfil","W06000024","Rural village",576,574,2,0
"2011","Merthyr Tydfil","W06000024","Rural village in a sparse setting",0,0,0,0
"2011","Merthyr Tydfil","W06000024","Rural hamlet and isolated dwellings",229,229,0,0
"2011","Merthyr Tydfil","W06000024","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Caerphilly","W06000018","Total",178806,177755,1051,1
"2011","Caerphilly","W06000018","Urban (total)",140467,139616,851,1
"2011","Caerphilly","W06000018","Urban major conurbation",0,0,0,0
"2011","Caerphilly","W06000018","Urban minor conurbation",0,0,0,0
"2011","Caerphilly","W06000018","Urban city and town",140467,139616,851,1
"2011","Caerphilly","W06000018","Urban city and town in a sparse setting",0,0,0,0
"2011","Caerphilly","W06000018","Rural (total)",38339,38139,200,0
"2011","Caerphilly","W06000018","Rural town and fringe",31118,30958,160,0
"2011","Caerphilly","W06000018","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Caerphilly","W06000018","Rural village",6125,6085,40,0
"2011","Caerphilly","W06000018","Rural village in a sparse setting",0,0,0,0
"2011","Caerphilly","W06000018","Rural hamlet and isolated dwellings",1096,1096,0,0
"2011","Caerphilly","W06000018","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Blaenau Gwent","W06000019","Total",69814,69239,575,0
"2011","Blaenau Gwent","W06000019","Urban (total)",60413,59864,549,0
"2011","Blaenau Gwent","W06000019","Urban major conurbation",0,0,0,0
"2011","Blaenau Gwent","W06000019","Urban minor conurbation",0,0,0,0
"2011","Blaenau Gwent","W06000019","Urban city and town",60413,59864,549,0
"2011","Blaenau Gwent","W06000019","Urban city and town in a sparse setting",0,0,0,0
"2011","Blaenau Gwent","W06000019","Rural (total)",9401,9375,26,0
"2011","Blaenau Gwent","W06000019","Rural town and fringe",7240,7234,6,0
"2011","Blaenau Gwent","W06000019","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Blaenau Gwent","W06000019","Rural village",1212,1212,0,0
"2011","Blaenau Gwent","W06000019","Rural village in a sparse setting",0,0,0,0
"2011","Blaenau Gwent","W06000019","Rural hamlet and isolated dwellings",949,929,20,0
"2011","Blaenau Gwent","W06000019","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Torfaen","W06000020","Total",91075,90360,715,0
"2011","Torfaen","W06000020","Urban (total)",82822,82136,686,0
"2011","Torfaen","W06000020","Urban major conurbation",0,0,0,0
"2011","Torfaen","W06000020","Urban minor conurbation",0,0,0,0
"2011","Torfaen","W06000020","Urban city and town",82822,82136,686,0
"2011","Torfaen","W06000020","Urban city and town in a sparse setting",0,0,0,0
"2011","Torfaen","W06000020","Rural (total)",8253,8224,29,0
"2011","Torfaen","W06000020","Rural town and fringe",6960,6931,29,0
"2011","Torfaen","W06000020","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Torfaen","W06000020","Rural village",577,577,0,0
"2011","Torfaen","W06000020","Rural village in a sparse setting",0,0,0,0
"2011","Torfaen","W06000020","Rural hamlet and isolated dwellings",716,716,0,0
"2011","Torfaen","W06000020","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Monmouthshire","W06000021","Total",91323,89694,1629,0
"2011","Monmouthshire","W06000021","Urban (total)",48311,47566,745,0
"2011","Monmouthshire","W06000021","Urban major conurbation",0,0,0,0
"2011","Monmouthshire","W06000021","Urban minor conurbation",0,0,0,0
"2011","Monmouthshire","W06000021","Urban city and town",48311,47566,745,0
"2011","Monmouthshire","W06000021","Urban city and town in a sparse setting",0,0,0,0
"2011","Monmouthshire","W06000021","Rural (total)",43012,42128,884,0
"2011","Monmouthshire","W06000021","Rural town and fringe",16765,16259,506,0
"2011","Monmouthshire","W06000021","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Monmouthshire","W06000021","Rural village",10704,10576,128,0
"2011","Monmouthshire","W06000021","Rural village in a sparse setting",0,0,0,0
"2011","Monmouthshire","W06000021","Rural hamlet and isolated dwellings",15543,15293,250,0
"2011","Monmouthshire","W06000021","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Newport","W06000022","Total",145736,144103,1633,0
"2011","Newport","W06000022","Urban (total)",128060,126620,1440,0
"2011","Newport","W06000022","Urban major conurbation",0,0,0,0
"2011","Newport","W06000022","Urban minor conurbation",0,0,0,0
"2011","Newport","W06000022","Urban city and town",128060,126620,1440,0
"2011","Newport","W06000022","Urban city and town in a sparse setting",0,0,0,0
"2011","Newport","W06000022","Rural (total)",17676,17483,193,0
"2011","Newport","W06000022","Rural town and fringe",12547,12376,171,0
"2011","Newport","W06000022","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Newport","W06000022","Rural village",3981,3959,22,0
"2011","Newport","W06000022","Rural village in a sparse setting",0,0,0,0
"2011","Newport","W06000022","Rural hamlet and isolated dwellings",1148,1148,0,0
"2011","Newport","W06000022","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0

